"protein1","protein2","combined_score","from","to"
"9606.ENSP00000412324","9606.ENSP00000377936",848,"PPP2R5C","PPP2R2B"
"9606.ENSP00000216780","9606.ENSP00000319814",847,"PCK2","PCK1"
"9606.ENSP00000287878","9606.ENSP00000357622",847,"PRKAG2","CRTC2"
"9606.ENSP00000319814","9606.ENSP00000216780",847,"PCK1","PCK2"
"9606.ENSP00000329140","9606.ENSP00000357596",847,"CREB3L2","CREB3L4"
"9606.ENSP00000357596","9606.ENSP00000329140",847,"CREB3L4","CREB3L2"
"9606.ENSP00000357622","9606.ENSP00000287878",847,"CRTC2","PRKAG2"
"9606.ENSP00000261475","9606.ENSP00000337641",846,"PPP2R3C","PPP2R5E"
"9606.ENSP00000287820","9606.ENSP00000451828",846,"PPARG","AKT1"
"9606.ENSP00000337641","9606.ENSP00000261475",846,"PPP2R5E","PPP2R3C"
"9606.ENSP00000357596","9606.ENSP00000481956",846,"CREB3L4","CREB3L1"
"9606.ENSP00000451828","9606.ENSP00000287820",846,"AKT1","PPARG"
"9606.ENSP00000481956","9606.ENSP00000357596",846,"CREB3L1","CREB3L4"
"9606.ENSP00000348069","9606.ENSP00000380432",844,"SREBF1","INS"
"9606.ENSP00000380432","9606.ENSP00000348069",844,"INS","SREBF1"
"9606.ENSP00000078445","9606.ENSP00000350359",843,"CREB3L3","CREB5"
"9606.ENSP00000229328","9606.ENSP00000287936",843,"PRKAB1","HMGCR"
"9606.ENSP00000287936","9606.ENSP00000229328",843,"HMGCR","PRKAB1"
"9606.ENSP00000287936","9606.ENSP00000304592",843,"HMGCR","FASN"
"9606.ENSP00000304592","9606.ENSP00000287936",843,"FASN","HMGCR"
"9606.ENSP00000350359","9606.ENSP00000078445",843,"CREB5","CREB3L3"
"9606.ENSP00000360290","9606.ENSP00000385824",843,"PRKAA2","FOXO3"
"9606.ENSP00000364145","9606.ENSP00000370517",843,"PFKFB1","PFKP"
"9606.ENSP00000370517","9606.ENSP00000364145",843,"PFKP","PFKFB1"
"9606.ENSP00000377936","9606.ENSP00000417963",843,"PPP2R2B","PPP2R5D"
"9606.ENSP00000385824","9606.ENSP00000360290",843,"FOXO3","PRKAA2"
"9606.ENSP00000417963","9606.ENSP00000377936",843,"PPP2R5D","PPP2R2B"
"9606.ENSP00000244289","9606.ENSP00000360290",842,"LIPE","PRKAA2"
"9606.ENSP00000344220","9606.ENSP00000354558",842,"PDPK1","MTOR"
"9606.ENSP00000354558","9606.ENSP00000344220",842,"MTOR","PDPK1"
"9606.ENSP00000360290","9606.ENSP00000244289",842,"PRKAA2","LIPE"
"9606.ENSP00000366563","9606.ENSP00000385824",842,"PIK3CD","FOXO3"
"9606.ENSP00000385824","9606.ENSP00000366563",842,"FOXO3","PIK3CD"
"9606.ENSP00000254101","9606.ENSP00000341044",841,"PRKAB2","ACACB"
"9606.ENSP00000269848","9606.ENSP00000356047",841,"PFKL","PFKFB2"
"9606.ENSP00000341044","9606.ENSP00000254101",841,"ACACB","PRKAB2"
"9606.ENSP00000356047","9606.ENSP00000269848",841,"PFKFB2","PFKL"
"9606.ENSP00000358335","9606.ENSP00000360290",840,"MAP3K7","PRKAA2"
"9606.ENSP00000360290","9606.ENSP00000358335",840,"PRKAA2","MAP3K7"
"9606.ENSP00000261439","9606.ENSP00000320935",839,"TBC1D1","SLC2A4"
"9606.ENSP00000320935","9606.ENSP00000261439",839,"SLC2A4","TBC1D1"
"9606.ENSP00000003084","9606.ENSP00000323867",838,"CFTR","PRKAG1"
"9606.ENSP00000262187","9606.ENSP00000385824",838,"RHEB","FOXO3"
"9606.ENSP00000323867","9606.ENSP00000003084",838,"PRKAG1","CFTR"
"9606.ENSP00000357622","9606.ENSP00000397133",838,"CRTC2","PRKAG3"
"9606.ENSP00000385824","9606.ENSP00000262187",838,"FOXO3","RHEB"
"9606.ENSP00000387699","9606.ENSP00000481956",838,"CREB1","CREB3L1"
"9606.ENSP00000397133","9606.ENSP00000357622",838,"PRKAG3","CRTC2"
"9606.ENSP00000481956","9606.ENSP00000387699",838,"CREB3L1","CREB1"
"9606.ENSP00000408025","9606.ENSP00000443319",837,"FBP1","PFKFB3"
"9606.ENSP00000443319","9606.ENSP00000408025",837,"PFKFB3","FBP1"
"9606.ENSP00000287820","9606.ENSP00000375711",836,"PPARG","AKT1S1"
"9606.ENSP00000308413","9606.ENSP00000324804",836,"RPS6KB2","PPP2R1A"
"9606.ENSP00000324804","9606.ENSP00000308413",836,"PPP2R1A","RPS6KB2"
"9606.ENSP00000346148","9606.ENSP00000385824",836,"PRKAA1","FOXO3"
"9606.ENSP00000365016","9606.ENSP00000451828",836,"IRS2","AKT1"
"9606.ENSP00000375711","9606.ENSP00000287820",836,"AKT1S1","PPARG"
"9606.ENSP00000385824","9606.ENSP00000346148",836,"FOXO3","PRKAA1"
"9606.ENSP00000451828","9606.ENSP00000365016",836,"AKT1","IRS2"
"9606.ENSP00000229328","9606.ENSP00000357622",835,"PRKAB1","CRTC2"
"9606.ENSP00000357622","9606.ENSP00000229328",835,"CRTC2","PRKAB1"
"9606.ENSP00000244289","9606.ENSP00000346148",834,"LIPE","PRKAA1"
"9606.ENSP00000312652","9606.ENSP00000341785",834,"LEP","ADIPOR1"
"9606.ENSP00000324560","9606.ENSP00000418447",834,"ULK1","PPP2CA"
"9606.ENSP00000341785","9606.ENSP00000312652",834,"ADIPOR1","LEP"
"9606.ENSP00000346148","9606.ENSP00000244289",834,"PRKAA1","LIPE"
"9606.ENSP00000356047","9606.ENSP00000364486",834,"PFKFB2","FBP2"
"9606.ENSP00000364486","9606.ENSP00000356047",834,"FBP2","PFKFB2"
"9606.ENSP00000364486","9606.ENSP00000443319",834,"FBP2","PFKFB3"
"9606.ENSP00000418447","9606.ENSP00000324560",834,"PPP2CA","ULK1"
"9606.ENSP00000443319","9606.ENSP00000364486",834,"PFKFB3","FBP2"
"9606.ENSP00000222254","9606.ENSP00000361202",833,"PIK3R2","IRS4"
"9606.ENSP00000361202","9606.ENSP00000222254",833,"IRS4","PIK3R2"
"9606.ENSP00000225577","9606.ENSP00000311344",831,"RPS6KB1","PPP2R1B"
"9606.ENSP00000254101","9606.ENSP00000358335",831,"PRKAB2","MAP3K7"
"9606.ENSP00000311344","9606.ENSP00000225577",831,"PPP2R1B","RPS6KB1"
"9606.ENSP00000358335","9606.ENSP00000254101",831,"MAP3K7","PRKAB2"
"9606.ENSP00000078445","9606.ENSP00000357596",830,"CREB3L3","CREB3L4"
"9606.ENSP00000221138","9606.ENSP00000324560",830,"PPP2CB","ULK1"
"9606.ENSP00000324560","9606.ENSP00000221138",830,"ULK1","PPP2CB"
"9606.ENSP00000330393","9606.ENSP00000380432",830,"LEPR","INS"
"9606.ENSP00000357596","9606.ENSP00000078445",830,"CREB3L4","CREB3L3"
"9606.ENSP00000375080","9606.ENSP00000377936",830,"PPP2R3B","PPP2R2B"
"9606.ENSP00000377936","9606.ENSP00000375080",830,"PPP2R2B","PPP2R3B"
"9606.ENSP00000380432","9606.ENSP00000330393",830,"INS","LEPR"
"9606.ENSP00000232375","9606.ENSP00000408025",829,"PFKFB4","FBP1"
"9606.ENSP00000254101","9606.ENSP00000357622",829,"PRKAB2","CRTC2"
"9606.ENSP00000261439","9606.ENSP00000333547",829,"TBC1D1","RAB11B"
"9606.ENSP00000287820","9606.ENSP00000304592",829,"PPARG","FASN"
"9606.ENSP00000304592","9606.ENSP00000287820",829,"FASN","PPARG"
"9606.ENSP00000333547","9606.ENSP00000261439",829,"RAB11B","TBC1D1"
"9606.ENSP00000357622","9606.ENSP00000254101",829,"CRTC2","PRKAB2"
"9606.ENSP00000408025","9606.ENSP00000232375",829,"FBP1","PFKFB4"
"9606.ENSP00000308413","9606.ENSP00000311344",828,"RPS6KB2","PPP2R1B"
"9606.ENSP00000311344","9606.ENSP00000308413",828,"PPP2R1B","RPS6KB2"
"9606.ENSP00000375080","9606.ENSP00000417963",828,"PPP2R3B","PPP2R5D"
"9606.ENSP00000417963","9606.ENSP00000375080",828,"PPP2R5D","PPP2R3B"
"9606.ENSP00000268035","9606.ENSP00000354558",826,"IGF1R","MTOR"
"9606.ENSP00000354558","9606.ENSP00000268035",826,"MTOR","IGF1R"
"9606.ENSP00000254101","9606.ENSP00000287936",825,"PRKAB2","HMGCR"
"9606.ENSP00000287936","9606.ENSP00000254101",825,"HMGCR","PRKAB2"
"9606.ENSP00000342136","9606.ENSP00000357622",825,"CREB3","CRTC2"
"9606.ENSP00000350359","9606.ENSP00000481956",825,"CREB5","CREB3L1"
"9606.ENSP00000357622","9606.ENSP00000342136",825,"CRTC2","CREB3"
"9606.ENSP00000481956","9606.ENSP00000350359",825,"CREB3L1","CREB5"
"9606.ENSP00000261475","9606.ENSP00000417963",824,"PPP2R3C","PPP2R5D"
"9606.ENSP00000269097","9606.ENSP00000364512",824,"G6PC3","G6PC2"
"9606.ENSP00000364512","9606.ENSP00000269097",824,"G6PC2","G6PC3"
"9606.ENSP00000417963","9606.ENSP00000261475",824,"PPP2R5D","PPP2R3C"
"9606.ENSP00000164133","9606.ENSP00000261475",823,"PPP2R5B","PPP2R3C"
"9606.ENSP00000219476","9606.ENSP00000308413",823,"TSC2","RPS6KB2"
"9606.ENSP00000244289","9606.ENSP00000397133",823,"LIPE","PRKAG3"
"9606.ENSP00000261475","9606.ENSP00000164133",823,"PPP2R3C","PPP2R5B"
"9606.ENSP00000304895","9606.ENSP00000375892",823,"IRS1","AKT2"
"9606.ENSP00000304895","9606.ENSP00000330393",823,"IRS1","LEPR"
"9606.ENSP00000308413","9606.ENSP00000219476",823,"RPS6KB2","TSC2"
"9606.ENSP00000329140","9606.ENSP00000357622",823,"CREB3L2","CRTC2"
"9606.ENSP00000330393","9606.ENSP00000304895",823,"LEPR","IRS1"
"9606.ENSP00000337641","9606.ENSP00000375080",823,"PPP2R5E","PPP2R3B"
"9606.ENSP00000357622","9606.ENSP00000329140",823,"CRTC2","CREB3L2"
"9606.ENSP00000375080","9606.ENSP00000337641",823,"PPP2R3B","PPP2R5E"
"9606.ENSP00000375892","9606.ENSP00000304895",823,"AKT2","IRS1"
"9606.ENSP00000397133","9606.ENSP00000244289",823,"PRKAG3","LIPE"
"9606.ENSP00000255465","9606.ENSP00000385269",822,"CCNA1","ELAVL1"
"9606.ENSP00000263826","9606.ENSP00000451828",822,"AKT3","AKT1"
"9606.ENSP00000263967","9606.ENSP00000366563",822,"PIK3CA","PIK3CD"
"9606.ENSP00000366563","9606.ENSP00000263967",822,"PIK3CD","PIK3CA"
"9606.ENSP00000385269","9606.ENSP00000255465",822,"ELAVL1","CCNA1"
"9606.ENSP00000451828","9606.ENSP00000263826",822,"AKT1","AKT3"
"9606.ENSP00000244289","9606.ENSP00000287878",821,"LIPE","PRKAG2"
"9606.ENSP00000268035","9606.ENSP00000385824",821,"IGF1R","FOXO3"
"9606.ENSP00000287878","9606.ENSP00000244289",821,"PRKAG2","LIPE"
"9606.ENSP00000307272","9606.ENSP00000385824",821,"RPTOR","FOXO3"
"9606.ENSP00000385824","9606.ENSP00000268035",821,"FOXO3","IGF1R"
"9606.ENSP00000385824","9606.ENSP00000307272",821,"FOXO3","RPTOR"
"9606.ENSP00000244289","9606.ENSP00000323867",820,"LIPE","PRKAG1"
"9606.ENSP00000323867","9606.ENSP00000244289",820,"PRKAG1","LIPE"
"9606.ENSP00000003084","9606.ENSP00000229328",819,"CFTR","PRKAB1"
"9606.ENSP00000003084","9606.ENSP00000254101",819,"CFTR","PRKAB2"
"9606.ENSP00000229328","9606.ENSP00000003084",819,"PRKAB1","CFTR"
"9606.ENSP00000254101","9606.ENSP00000003084",819,"PRKAB2","CFTR"
"9606.ENSP00000320935","9606.ENSP00000333547",819,"SLC2A4","RAB11B"
"9606.ENSP00000333547","9606.ENSP00000320935",819,"RAB11B","SLC2A4"
"9606.ENSP00000344220","9606.ENSP00000375711",819,"PDPK1","AKT1S1"
"9606.ENSP00000364145","9606.ENSP00000364486",819,"PFKFB1","FBP2"
"9606.ENSP00000364486","9606.ENSP00000364145",819,"FBP2","PFKFB1"
"9606.ENSP00000375711","9606.ENSP00000344220",819,"AKT1S1","PDPK1"
"9606.ENSP00000219476","9606.ENSP00000385824",818,"TSC2","FOXO3"
"9606.ENSP00000229328","9606.ENSP00000262430",818,"PRKAB1","MLYCD"
"9606.ENSP00000262430","9606.ENSP00000287878",818,"MLYCD","PRKAG2"
"9606.ENSP00000262430","9606.ENSP00000229328",818,"MLYCD","PRKAB1"
"9606.ENSP00000287878","9606.ENSP00000262430",818,"PRKAG2","MLYCD"
"9606.ENSP00000385824","9606.ENSP00000219476",818,"FOXO3","TSC2"
"9606.ENSP00000263826","9606.ENSP00000356047",817,"AKT3","PFKFB2"
"9606.ENSP00000287878","9606.ENSP00000358335",817,"PRKAG2","MAP3K7"
"9606.ENSP00000304895","9606.ENSP00000344220",817,"IRS1","PDPK1"
"9606.ENSP00000324560","9606.ENSP00000360290",817,"ULK1","PRKAA2"
"9606.ENSP00000344220","9606.ENSP00000304895",817,"PDPK1","IRS1"
"9606.ENSP00000356047","9606.ENSP00000263826",817,"PFKFB2","AKT3"
"9606.ENSP00000358335","9606.ENSP00000287878",817,"MAP3K7","PRKAG2"
"9606.ENSP00000360290","9606.ENSP00000324560",817,"PRKAA2","ULK1"
"9606.ENSP00000360290","9606.ENSP00000385269",817,"PRKAA2","ELAVL1"
"9606.ENSP00000385269","9606.ENSP00000360290",817,"ELAVL1","PRKAA2"
"9606.ENSP00000227507","9606.ENSP00000274026",816,"CCND1","CCNA2"
"9606.ENSP00000274026","9606.ENSP00000227507",816,"CCNA2","CCND1"
"9606.ENSP00000356047","9606.ENSP00000375892",816,"PFKFB2","AKT2"
"9606.ENSP00000375892","9606.ENSP00000356047",816,"AKT2","PFKFB2"
"9606.ENSP00000219476","9606.ENSP00000375711",815,"TSC2","AKT1S1"
"9606.ENSP00000262430","9606.ENSP00000360290",815,"MLYCD","PRKAA2"
"9606.ENSP00000262430","9606.ENSP00000346148",815,"MLYCD","PRKAA1"
"9606.ENSP00000264867","9606.ENSP00000320209",815,"PPARGC1A","CIDEA"
"9606.ENSP00000320209","9606.ENSP00000264867",815,"CIDEA","PPARGC1A"
"9606.ENSP00000346148","9606.ENSP00000262430",815,"PRKAA1","MLYCD"
"9606.ENSP00000360290","9606.ENSP00000262430",815,"PRKAA2","MLYCD"
"9606.ENSP00000375711","9606.ENSP00000219476",815,"AKT1S1","TSC2"
"9606.ENSP00000263826","9606.ENSP00000375892",813,"AKT3","AKT2"
"9606.ENSP00000264867","9606.ENSP00000348069",813,"PPARGC1A","SREBF1"
"9606.ENSP00000346148","9606.ENSP00000385269",813,"PRKAA1","ELAVL1"
"9606.ENSP00000348069","9606.ENSP00000264867",813,"SREBF1","PPARGC1A"
"9606.ENSP00000358335","9606.ENSP00000397133",813,"MAP3K7","PRKAG3"
"9606.ENSP00000375892","9606.ENSP00000263826",813,"AKT2","AKT3"
"9606.ENSP00000385269","9606.ENSP00000346148",813,"ELAVL1","PRKAA1"
"9606.ENSP00000397133","9606.ENSP00000358335",813,"PRKAG3","MAP3K7"
"9606.ENSP00000263026","9606.ENSP00000287878",812,"EEF2K","PRKAG2"
"9606.ENSP00000287878","9606.ENSP00000263026",812,"PRKAG2","EEF2K"
"9606.ENSP00000289153","9606.ENSP00000366563",812,"PIK3CB","PIK3CD"
"9606.ENSP00000366563","9606.ENSP00000289153",812,"PIK3CD","PIK3CB"
"9606.ENSP00000003084","9606.ENSP00000287878",811,"CFTR","PRKAG2"
"9606.ENSP00000212015","9606.ENSP00000365016",811,"SIRT1","IRS2"
"9606.ENSP00000287878","9606.ENSP00000003084",811,"PRKAG2","CFTR"
"9606.ENSP00000323867","9606.ENSP00000358335",811,"PRKAG1","MAP3K7"
"9606.ENSP00000358335","9606.ENSP00000323867",811,"MAP3K7","PRKAG1"
"9606.ENSP00000365016","9606.ENSP00000212015",811,"IRS2","SIRT1"
"9606.ENSP00000265641","9606.ENSP00000376303",810,"CPT1A","CPT1C"
"9606.ENSP00000287878","9606.ENSP00000385269",810,"PRKAG2","ELAVL1"
"9606.ENSP00000376303","9606.ENSP00000265641",810,"CPT1C","CPT1A"
"9606.ENSP00000385269","9606.ENSP00000287878",810,"ELAVL1","PRKAG2"
"9606.ENSP00000229328","9606.ENSP00000244289",809,"PRKAB1","LIPE"
"9606.ENSP00000244289","9606.ENSP00000254101",809,"LIPE","PRKAB2"
"9606.ENSP00000244289","9606.ENSP00000229328",809,"LIPE","PRKAB1"
"9606.ENSP00000254101","9606.ENSP00000244289",809,"PRKAB2","LIPE"
"9606.ENSP00000265641","9606.ENSP00000304592",809,"CPT1A","FASN"
"9606.ENSP00000304592","9606.ENSP00000265641",809,"FASN","CPT1A"
"9606.ENSP00000316329","9606.ENSP00000359380",809,"SCD5","SCD"
"9606.ENSP00000323867","9606.ENSP00000385269",809,"PRKAG1","ELAVL1"
"9606.ENSP00000359380","9606.ENSP00000316329",809,"SCD","SCD5"
"9606.ENSP00000376303","9606.ENSP00000379011",809,"CPT1C","CPT1B"
"9606.ENSP00000379011","9606.ENSP00000376303",809,"CPT1B","CPT1C"
"9606.ENSP00000385269","9606.ENSP00000323867",809,"ELAVL1","PRKAG1"
"9606.ENSP00000212015","9606.ENSP00000375892",808,"SIRT1","AKT2"
"9606.ENSP00000229328","9606.ENSP00000263026",808,"PRKAB1","EEF2K"
"9606.ENSP00000263026","9606.ENSP00000229328",808,"EEF2K","PRKAB1"
"9606.ENSP00000265641","9606.ENSP00000348069",808,"CPT1A","SREBF1"
"9606.ENSP00000348069","9606.ENSP00000265641",808,"SREBF1","CPT1A"
"9606.ENSP00000364145","9606.ENSP00000408025",808,"PFKFB1","FBP1"
"9606.ENSP00000375892","9606.ENSP00000212015",808,"AKT2","SIRT1"
"9606.ENSP00000408025","9606.ENSP00000364145",808,"FBP1","PFKFB1"
"9606.ENSP00000254101","9606.ENSP00000262430",807,"PRKAB2","MLYCD"
"9606.ENSP00000254101","9606.ENSP00000263026",807,"PRKAB2","EEF2K"
"9606.ENSP00000262430","9606.ENSP00000254101",807,"MLYCD","PRKAB2"
"9606.ENSP00000263026","9606.ENSP00000254101",807,"EEF2K","PRKAB2"
"9606.ENSP00000263826","9606.ENSP00000357622",807,"AKT3","CRTC2"
"9606.ENSP00000265641","9606.ENSP00000379011",807,"CPT1A","CPT1B"
"9606.ENSP00000357622","9606.ENSP00000263826",807,"CRTC2","AKT3"
"9606.ENSP00000379011","9606.ENSP00000265641",807,"CPT1B","CPT1A"
"9606.ENSP00000003084","9606.ENSP00000397133",806,"CFTR","PRKAG3"
"9606.ENSP00000225577","9606.ENSP00000308413",806,"RPS6KB1","RPS6KB2"
"9606.ENSP00000308413","9606.ENSP00000225577",806,"RPS6KB2","RPS6KB1"
"9606.ENSP00000357622","9606.ENSP00000481956",806,"CRTC2","CREB3L1"
"9606.ENSP00000397133","9606.ENSP00000003084",806,"PRKAG3","CFTR"
"9606.ENSP00000481956","9606.ENSP00000357622",806,"CREB3L1","CRTC2"
"9606.ENSP00000261195","9606.ENSP00000317904",805,"GYS2","GYS1"
"9606.ENSP00000262430","9606.ENSP00000397133",805,"MLYCD","PRKAG3"
"9606.ENSP00000262430","9606.ENSP00000323867",805,"MLYCD","PRKAG1"
"9606.ENSP00000317904","9606.ENSP00000261195",805,"GYS1","GYS2"
"9606.ENSP00000323867","9606.ENSP00000262430",805,"PRKAG1","MLYCD"
"9606.ENSP00000341785","9606.ENSP00000349616",805,"ADIPOR1","ADIPOR2"
"9606.ENSP00000349616","9606.ENSP00000341785",805,"ADIPOR2","ADIPOR1"
"9606.ENSP00000397133","9606.ENSP00000262430",805,"PRKAG3","MLYCD"
"9606.ENSP00000263026","9606.ENSP00000397133",804,"EEF2K","PRKAG3"
"9606.ENSP00000385269","9606.ENSP00000397133",804,"ELAVL1","PRKAG3"
"9606.ENSP00000397133","9606.ENSP00000263026",804,"PRKAG3","EEF2K"
"9606.ENSP00000397133","9606.ENSP00000385269",804,"PRKAG3","ELAVL1"
"9606.ENSP00000325074","9606.ENSP00000451828",803,"PPP2R2A","AKT1"
"9606.ENSP00000451828","9606.ENSP00000325074",803,"AKT1","PPP2R2A"
"9606.ENSP00000263026","9606.ENSP00000323867",802,"EEF2K","PRKAG1"
"9606.ENSP00000323867","9606.ENSP00000263026",802,"PRKAG1","EEF2K"
"9606.ENSP00000229328","9606.ENSP00000385269",801,"PRKAB1","ELAVL1"
"9606.ENSP00000287878","9606.ENSP00000317904",801,"PRKAG2","GYS1"
"9606.ENSP00000317904","9606.ENSP00000287878",801,"GYS1","PRKAG2"
"9606.ENSP00000385269","9606.ENSP00000229328",801,"ELAVL1","PRKAB1"
"9606.ENSP00000254101","9606.ENSP00000385269",800,"PRKAB2","ELAVL1"
"9606.ENSP00000263967","9606.ENSP00000361202",800,"PIK3CA","IRS4"
"9606.ENSP00000330393","9606.ENSP00000365016",800,"LEPR","IRS2"
"9606.ENSP00000350359","9606.ENSP00000357622",800,"CREB5","CRTC2"
"9606.ENSP00000357622","9606.ENSP00000350359",800,"CRTC2","CREB5"
"9606.ENSP00000361202","9606.ENSP00000263967",800,"IRS4","PIK3CA"
"9606.ENSP00000365016","9606.ENSP00000330393",800,"IRS2","LEPR"
"9606.ENSP00000385269","9606.ENSP00000254101",800,"ELAVL1","PRKAB2"
"9606.ENSP00000324856","9606.ENSP00000354558",799,"STK11","MTOR"
"9606.ENSP00000354558","9606.ENSP00000324856",799,"MTOR","STK11"
"9606.ENSP00000222254","9606.ENSP00000303830",798,"PIK3R2","INSR"
"9606.ENSP00000303830","9606.ENSP00000222254",798,"INSR","PIK3R2"
"9606.ENSP00000307272","9606.ENSP00000324856",795,"RPTOR","STK11"
"9606.ENSP00000324856","9606.ENSP00000307272",795,"STK11","RPTOR"
"9606.ENSP00000356047","9606.ENSP00000408025",795,"PFKFB2","FBP1"
"9606.ENSP00000408025","9606.ENSP00000356047",795,"FBP1","PFKFB2"
"9606.ENSP00000261475","9606.ENSP00000311344",792,"PPP2R3C","PPP2R1B"
"9606.ENSP00000311344","9606.ENSP00000261475",792,"PPP2R1B","PPP2R3C"
"9606.ENSP00000319814","9606.ENSP00000408025",792,"PCK1","FBP1"
"9606.ENSP00000344220","9606.ENSP00000385824",792,"PDPK1","FOXO3"
"9606.ENSP00000385824","9606.ENSP00000344220",792,"FOXO3","PDPK1"
"9606.ENSP00000408025","9606.ENSP00000319814",792,"FBP1","PCK1"
"9606.ENSP00000078445","9606.ENSP00000264867",788,"CREB3L3","PPARGC1A"
"9606.ENSP00000212015","9606.ENSP00000312987",788,"SIRT1","HNF4A"
"9606.ENSP00000261475","9606.ENSP00000324804",788,"PPP2R3C","PPP2R1A"
"9606.ENSP00000262741","9606.ENSP00000361202",788,"PIK3R3","IRS4"
"9606.ENSP00000264867","9606.ENSP00000078445",788,"PPARGC1A","CREB3L3"
"9606.ENSP00000287936","9606.ENSP00000359380",788,"HMGCR","SCD"
"9606.ENSP00000312987","9606.ENSP00000212015",788,"HNF4A","SIRT1"
"9606.ENSP00000324804","9606.ENSP00000261475",788,"PPP2R1A","PPP2R3C"
"9606.ENSP00000359380","9606.ENSP00000287936",788,"SCD","HMGCR"
"9606.ENSP00000361202","9606.ENSP00000262741",788,"IRS4","PIK3R3"
"9606.ENSP00000261475","9606.ENSP00000418447",787,"PPP2R3C","PPP2CA"
"9606.ENSP00000418447","9606.ENSP00000261475",787,"PPP2CA","PPP2R3C"
"9606.ENSP00000317904","9606.ENSP00000397133",786,"GYS1","PRKAG3"
"9606.ENSP00000397133","9606.ENSP00000317904",786,"PRKAG3","GYS1"
"9606.ENSP00000312652","9606.ENSP00000320935",784,"LEP","SLC2A4"
"9606.ENSP00000320935","9606.ENSP00000312652",784,"SLC2A4","LEP"
"9606.ENSP00000330393","9606.ENSP00000389814",783,"LEPR","ADIPOQ"
"9606.ENSP00000389814","9606.ENSP00000330393",783,"ADIPOQ","LEPR"
"9606.ENSP00000302665","9606.ENSP00000354558",782,"IGF1","MTOR"
"9606.ENSP00000354558","9606.ENSP00000302665",782,"MTOR","IGF1"
"9606.ENSP00000375711","9606.ENSP00000385824",781,"AKT1S1","FOXO3"
"9606.ENSP00000385824","9606.ENSP00000375711",781,"FOXO3","AKT1S1"
"9606.ENSP00000360290","9606.ENSP00000389814",779,"PRKAA2","ADIPOQ"
"9606.ENSP00000389814","9606.ENSP00000360290",779,"ADIPOQ","PRKAA2"
"9606.ENSP00000244289","9606.ENSP00000287820",778,"LIPE","PPARG"
"9606.ENSP00000287820","9606.ENSP00000244289",778,"PPARG","LIPE"
"9606.ENSP00000287936","9606.ENSP00000483300",777,"HMGCR","ACACA"
"9606.ENSP00000483300","9606.ENSP00000287936",777,"ACACA","HMGCR"
"9606.ENSP00000263967","9606.ENSP00000324856",776,"PIK3CA","STK11"
"9606.ENSP00000317904","9606.ENSP00000323867",776,"GYS1","PRKAG1"
"9606.ENSP00000323867","9606.ENSP00000317904",776,"PRKAG1","GYS1"
"9606.ENSP00000324856","9606.ENSP00000263967",776,"STK11","PIK3CA"
"9606.ENSP00000219476","9606.ENSP00000227507",774,"TSC2","CCND1"
"9606.ENSP00000227507","9606.ENSP00000219476",774,"CCND1","TSC2"
"9606.ENSP00000264867","9606.ENSP00000320935",774,"PPARGC1A","SLC2A4"
"9606.ENSP00000287820","9606.ENSP00000302665",774,"PPARG","IGF1"
"9606.ENSP00000302665","9606.ENSP00000287820",774,"IGF1","PPARG"
"9606.ENSP00000320935","9606.ENSP00000264867",774,"SLC2A4","PPARGC1A"
"9606.ENSP00000274026","9606.ENSP00000324804",769,"CCNA2","PPP2R1A"
"9606.ENSP00000324804","9606.ENSP00000274026",769,"PPP2R1A","CCNA2"
"9606.ENSP00000216780","9606.ENSP00000408025",762,"PCK2","FBP1"
"9606.ENSP00000262187","9606.ENSP00000324856",762,"RHEB","STK11"
"9606.ENSP00000324856","9606.ENSP00000262187",762,"STK11","RHEB"
"9606.ENSP00000408025","9606.ENSP00000216780",762,"FBP1","PCK2"
"9606.ENSP00000212015","9606.ENSP00000380432",761,"SIRT1","INS"
"9606.ENSP00000380432","9606.ENSP00000212015",761,"INS","SIRT1"
"9606.ENSP00000274026","9606.ENSP00000451828",760,"CCNA2","AKT1"
"9606.ENSP00000451828","9606.ENSP00000274026",760,"AKT1","CCNA2"
"9606.ENSP00000225577","9606.ENSP00000324856",759,"RPS6KB1","STK11"
"9606.ENSP00000324856","9606.ENSP00000225577",759,"STK11","RPS6KB1"
"9606.ENSP00000365016","9606.ENSP00000375892",759,"IRS2","AKT2"
"9606.ENSP00000375892","9606.ENSP00000365016",759,"AKT2","IRS2"
"9606.ENSP00000346148","9606.ENSP00000356047",758,"PRKAA1","PFKFB2"
"9606.ENSP00000356047","9606.ENSP00000346148",758,"PFKFB2","PRKAA1"
"9606.ENSP00000262187","9606.ENSP00000380432",757,"RHEB","INS"
"9606.ENSP00000380432","9606.ENSP00000262187",757,"INS","RHEB"
"9606.ENSP00000244289","9606.ENSP00000380432",756,"LIPE","INS"
"9606.ENSP00000302665","9606.ENSP00000389814",756,"IGF1","ADIPOQ"
"9606.ENSP00000320935","9606.ENSP00000365016",756,"SLC2A4","IRS2"
"9606.ENSP00000365016","9606.ENSP00000320935",756,"IRS2","SLC2A4"
"9606.ENSP00000380432","9606.ENSP00000244289",756,"INS","LIPE"
"9606.ENSP00000389814","9606.ENSP00000302665",756,"ADIPOQ","IGF1"
"9606.ENSP00000312652","9606.ENSP00000348069",755,"LEP","SREBF1"
"9606.ENSP00000348069","9606.ENSP00000312652",755,"SREBF1","LEP"
"9606.ENSP00000212015","9606.ENSP00000312652",754,"SIRT1","LEP"
